4|3
7|5
5|6
7|8
8|9
13|10
10|11
13|11
10|12
13|12
10|13
14|15
14|16
16|17
19|18
20|18
18|19
20|19
18|20
19|20
21|20
23|22
24|22
26|22
25|23
26|23
22|24
25|24
26|24
22|25
23|25
24|25
26|25
22|26
23|26
24|26
25|26
27|26
28|29
31|30
32|30
33|30
30|31
32|31
30|32
31|32
33|32
30|33
32|33
38|34
54|34
38|35
54|35
38|36
54|36
38|37
54|37
34|38
35|38
36|38
37|38
39|38
40|38
41|38
42|38
43|38
44|38
45|38
46|38
47|38
48|38
49|38
50|38
51|38
63|38
77|38
90|38
91|38
38|39
54|39
38|40
54|40
38|41
54|41
38|42
54|42
38|43
54|43
38|44
54|44
38|45
54|45
38|46
54|46
38|47
54|47
38|48
54|48
38|49
54|49
38|50
54|50
38|51
54|51
51|52
53|52
55|52
54|53
64|53
54|55
64|55
54|56
64|56
54|57
64|57
54|58
64|58
54|59
64|59
54|60
64|60
54|61
64|61
54|62
64|62
78|62
38|63
54|63
64|63
53|64
55|64
56|64
57|64
58|64
59|64
60|64
61|64
62|64
63|64
65|64
66|64
67|64
68|64
69|64
70|64
71|64
72|64
73|64
74|64
76|64
79|64
80|64
88|64
54|65
64|65
54|66
64|66
54|67
64|67
54|68
64|68
54|69
64|69
54|70
64|70
54|71
64|71
54|72
64|72
54|73
64|73
86|73
38|75
52|75
54|75
64|75
74|75
78|75
84|75
95|75
54|76
64|76
38|77
54|77
78|77
83|77
38|78
52|78
54|78
64|78
82|78
87|78
92|78
93|78
54|79
64|79
78|79
54|80
64|80
64|81
78|81
78|82
83|82
77|83
78|83
94|83
74|84
85|84
88|87
54|88
64|88
89|88
38|90
54|90
38|91
54|91
76|92
90|92
91|92
93|92
95|94
94|95
96|97
96|98
